Players,Wicket Status,Wicket Type,R_ball,B,M_ball,4s_ball,6s_ball,SR,Month,Day,Year,Ground_Played,Team_ball,O,M_bat,R_bat,W,Econ,0s,4s_bat,6s_bat,WD,NB,Team_bat
AC Gilchrist,c Shah b Gough,c b,4.0,13.0,14.0,0.0,0.0,30.76,Jun,10,2001,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ME Waugh,b Cork,b,46.0,61.0,88.0,3.0,1.0,75.4,Jun,10,2001,"County Ground, Bristol",Australia,8.0,0.0,27.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,Australia
RT Ponting,run out (Brown/Mullally/â Stewart),run out,102.0,116.0,153.0,9.0,2.0,87.93,Jun,10,2001,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DR Martyn,b Mullally,b,46.0,57.0,71.0,3.0,1.0,80.7,Jun,10,2001,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
A Symonds,b Gough,b,23.0,15.0,19.0,1.0,2.0,153.33,Jun,10,2001,"County Ground, Bristol",Australia,3.0,0.0,24.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Australia
SR Waugh,not out,not out,26.0,22.0,30.0,3.0,0.0,118.18,Jun,10,2001,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IJ Harvey,not out,not out,19.0,13.0,21.0,0.0,1.0,146.15,Jun,10,2001,"County Ground, Bristol",Australia,10.0,0.0,59.0,0.0,5.9,0.0,0.0,0.0,1.0,0.0,Australia
ME Trescothick,run out (Warne/â Gilchrist),run out,69.0,75.0,108.0,8.0,2.0,92.0,Jun,10,2001,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AD Brown,c â Gilchrist b McGrath,c b,12.0,16.0,17.0,2.0,0.0,75.0,Jun,10,2001,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NV Knight,c Warne b Lee,c b,84.0,116.0,131.0,7.0,2.0,72.41,Jun,10,2001,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AJ Stewart,lbw b Lee,lbw b,25.0,44.0,50.0,0.0,0.0,56.81,Jun,10,2001,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OA Shah,not out,not out,28.0,24.0,43.0,3.0,0.0,116.66,Jun,10,2001,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BC Hollioake,not out,not out,37.0,26.0,33.0,2.0,1.0,142.3,Jun,10,2001,"County Ground, Bristol",England,4.0,0.0,28.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,England
GM Turner,c Mendis b de Silva,c b,50.0,60.0,0.0,8.0,0.0,83.33,Jun,13,1983,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JG Wright,lbw b de Mel,lbw b,45.0,52.0,0.0,8.0,0.0,86.53,Jun,13,1983,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GP Howarth,c Madugalle b Ratnayake,c b,76.0,79.0,0.0,14.0,0.0,96.2,Jun,13,1983,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MD Crowe,c â de Alwis b de Mel,c b,0.0,11.0,0.0,0.0,0.0,0.0,Jun,13,1983,"County Ground, Bristol",New Zealand,5.0,0.0,32.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,New Zealand
JJ Crowe,lbw b John,lbw b,23.0,26.0,0.0,4.0,0.0,88.46,Jun,13,1983,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JV Coney,not out,not out,2.0,10.0,0.0,0.0,0.0,20.0,Jun,13,1983,"County Ground, Bristol",New Zealand,12.0,0.0,44.0,2.0,3.66,0.0,0.0,0.0,0.0,0.0,New Zealand
IDS Smith,not out,not out,4.0,1.0,0.0,1.0,0.0,400.0,Jun,13,1983,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S Wettimuny,lbw b Hadlee,lbw b,7.0,19.0,0.0,1.0,0.0,36.84,Jun,13,1983,"County Ground, Bristol",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DSBP Kuruppu,c Hadlee b Chatfield,c b,26.0,60.0,0.0,5.0,0.0,43.33,Jun,13,1983,"County Ground, Bristol",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RL Dias,b Chatfield,b,25.0,43.0,0.0,4.0,0.0,58.13,Jun,13,1983,"County Ground, Bristol",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LRD Mendis,b Hadlee,b,43.0,70.0,0.0,2.0,0.0,61.42,Jun,13,1983,"County Ground, Bristol",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RS Madugalle,c Snedden b Coney,c b,60.0,87.0,0.0,3.0,1.0,68.96,Jun,13,1983,"County Ground, Bristol",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
A Ranatunga,lbw b Hadlee,lbw b,0.0,3.0,0.0,0.0,0.0,0.0,Jun,13,1983,"County Ground, Bristol",Sri Lanka,2.0,0.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka
DS de,b Coney,b,13.0,20.0,0.0,0.0,0.0,65.0,Jun,13,1983,"County Ground, Bristol",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RG de,c Howarth b Snedden,c b,16.0,17.0,0.0,2.0,0.0,94.11,Jun,13,1983,"County Ground, Bristol",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ALF de,c & b Hadlee,c b,1.0,6.0,0.0,0.0,0.0,16.66,Jun,13,1983,"County Ground, Bristol",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RJ Ratnayake,b Hadlee,b,5.0,9.0,0.0,0.0,0.0,55.55,Jun,13,1983,"County Ground, Bristol",Sri Lanka,12.0,0.0,60.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka
VB John,not out,not out,2.0,5.0,0.0,0.0,0.0,40.0,Jun,13,1983,"County Ground, Bristol",Sri Lanka,8.2,0.0,49.0,1.0,5.88,0.0,0.0,0.0,0.0,0.0,Sri Lanka
AC Gilchrist,c â Jones b Harmison,c b,26.0,32.0,48.0,0.0,1.0,81.25,Jun,19,2005,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML Hayden,c Collingwood b Harmison,c b,31.0,44.0,71.0,2.0,1.0,70.45,Jun,19,2005,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RT Ponting,lbw b Harmison,lbw b,0.0,1.0,1.0,0.0,0.0,0.0,Jun,19,2005,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DR Martyn,c Pietersen b Harmison,c b,0.0,2.0,1.0,0.0,0.0,0.0,Jun,19,2005,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MJ Clarke,b Lewis,b,45.0,71.0,92.0,2.0,1.0,63.38,Jun,19,2005,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MEK Hussey,b Harmison,b,84.0,83.0,109.0,11.0,0.0,101.2,Jun,19,2005,"County Ground, Bristol",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SR Watson,b Flintoff,b,25.0,36.0,37.0,1.0,1.0,69.44,Jun,19,2005,"County Ground, Bristol",Australia,9.3,0.0,42.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,Australia
GB Hogg,not out,not out,10.0,13.0,28.0,0.0,0.0,76.92,Jun,19,2005,"County Ground, Bristol",Australia,10.0,1.0,42.0,3.0,4.2,0.0,0.0,0.0,1.0,0.0,Australia
JN Gillespie,c â Jones b Flintoff,c b,14.0,18.0,19.0,1.0,1.0,77.77,Jun,19,2005,"County Ground, Bristol",Australia,10.0,1.0,66.0,0.0,6.6,0.0,0.0,0.0,5.0,1.0,Australia
MS Kasprowicz,b Gough,b,1.0,3.0,3.0,0.0,0.0,33.33,Jun,19,2005,"County Ground, Bristol",Australia,9.0,0.0,68.0,1.0,7.55,0.0,0.0,0.0,0.0,6.0,Australia
GD McGrath,not out,not out,0.0,1.0,1.0,0.0,0.0,0.0,Jun,19,2005,"County Ground, Bristol",Australia,9.0,1.0,34.0,2.0,3.77,0.0,0.0,0.0,1.0,3.0,Australia
ME Trescothick,b McGrath,b,16.0,32.0,31.0,3.0,0.0,50.0,Jun,19,2005,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AJ Strauss,b McGrath,b,16.0,23.0,40.0,3.0,0.0,69.56,Jun,19,2005,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MP Vaughan,lbw b Hogg,lbw b,57.0,92.0,121.0,6.0,0.0,61.95,Jun,19,2005,"County Ground, Bristol",England,6.0,0.0,33.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,England
PD Collingwood,b Kasprowicz,b,14.0,28.0,41.0,1.0,0.0,50.0,Jun,19,2005,"County Ground, Bristol",England,2.0,0.0,11.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,England
A Flintoff,c Kasprowicz b Hogg,c b,19.0,22.0,37.0,1.0,1.0,86.36,Jun,19,2005,"County Ground, Bristol",England,10.0,1.0,39.0,2.0,3.9,0.0,0.0,0.0,4.0,0.0,England
KP Pietersen,not out,not out,91.0,65.0,94.0,8.0,4.0,140.0,Jun,19,2005,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GO Jones,c Martyn b Hogg,c b,2.0,5.0,8.0,0.0,0.0,40.0,Jun,19,2005,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VS Solanki,run out (â Gilchrist),run out,13.0,14.0,24.0,0.0,1.0,92.85,Jun,19,2005,"County Ground, Bristol",England,2.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,England
J Lewis,not out,not out,7.0,15.0,25.0,0.0,0.0,46.66,Jun,19,2005,"County Ground, Bristol",England,10.0,0.0,69.0,1.0,6.9,0.0,0.0,0.0,0.0,1.0,England
IR Bell,c McCullum b Elliott,c b,20.0,43.0,69.0,3.0,0.0,46.51,Jun,21,2008,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LJ Wright,c Styris b Mills,c b,2.0,3.0,2.0,0.0,0.0,66.66,Jun,21,2008,"County Ground, Bristol",England,6.0,0.0,34.0,2.0,5.66,22.0,4.0,1.0,1.0,0.0,England
KP Pietersen,c Elliott b Mills,c b,4.0,13.0,16.0,1.0,0.0,30.76,Jun,21,2008,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RS Bopara,c How b Southee,c b,27.0,42.0,54.0,4.0,0.0,64.28,Jun,21,2008,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PD Collingwood,lbw b Southee,lbw b,34.0,80.0,115.0,3.0,0.0,42.5,Jun,21,2008,"County Ground, Bristol",England,10.0,0.0,33.0,1.0,3.3,34.0,2.0,0.0,0.0,0.0,England
OA Shah,c Styris b Southee,c b,0.0,3.0,4.0,0.0,0.0,0.0,Jun,21,2008,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TR Ambrose,c Taylor b Southee,c b,0.0,4.0,2.0,0.0,0.0,0.0,Jun,21,2008,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GP Swann,c Taylor b Styris,c b,29.0,46.0,69.0,4.0,0.0,63.04,Jun,21,2008,"County Ground, Bristol",England,4.0,0.0,10.0,1.0,2.5,15.0,0.0,0.0,0.0,0.0,England
SCJ Broad,c â Hopkins b Vettori,c b,17.0,30.0,42.0,0.0,0.0,56.66,Jun,21,2008,"County Ground, Bristol",England,10.0,4.0,14.0,2.0,1.4,52.0,2.0,0.0,0.0,0.0,England
CT Tremlett,c Vettori b Elliott,c b,3.0,15.0,15.0,0.0,0.0,20.0,Jun,21,2008,"County Ground, Bristol",England,10.0,1.0,24.0,1.0,2.4,43.0,1.0,0.0,3.0,0.0,England
JM Anderson,not out,not out,0.0,1.0,2.0,0.0,0.0,0.0,Jun,21,2008,"County Ground, Bristol",England,10.0,0.0,61.0,3.0,6.1,34.0,5.0,2.0,3.0,0.0,England
JM How,b Broad,b,10.0,33.0,47.0,1.0,0.0,30.3,Jun,21,2008,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BB McCullum,c Pietersen b Anderson,c b,17.0,11.0,13.0,2.0,1.0,154.54,Jun,21,2008,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LRPL Taylor,b Broad,b,8.0,30.0,44.0,0.0,0.0,26.66,Jun,21,2008,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SB Styris,c â Ambrose b Tremlett,c b,4.0,6.0,4.0,1.0,0.0,66.66,Jun,21,2008,"County Ground, Bristol",New Zealand,4.0,0.0,16.0,1.0,4.0,13.0,0.0,0.0,2.0,0.0,New Zealand
DR Flynn,c Tremlett b Anderson,c b,2.0,26.0,36.0,0.0,0.0,7.69,Jun,21,2008,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GD Elliott,c Wright b Anderson,c b,56.0,102.0,138.0,3.0,0.0,54.9,Jun,21,2008,"County Ground, Bristol",New Zealand,5.2,2.0,9.0,2.0,1.68,26.0,0.0,0.0,2.0,0.0,New Zealand
GJ Hopkins,c sub (WTS Porterfield) b Collingwood,c sub b,7.0,24.0,34.0,0.0,0.0,29.16,Jun,21,2008,"County Ground, Bristol",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DL Vettori,c Shah b Swann,c b,18.0,27.0,33.0,2.0,0.0,66.66,Jun,21,2008,"County Ground, Bristol",New Zealand,9.0,1.0,32.0,1.0,3.55,33.0,3.0,0.0,0.0,1.0,New Zealand
KD Mills,c Collingwood b Wright,c b,47.0,40.0,44.0,5.0,2.0,117.5,Jun,21,2008,"County Ground, Bristol",New Zealand,10.0,0.0,42.0,2.0,4.2,42.0,4.0,0.0,1.0,0.0,New Zealand
TG Southee,c Pietersen b Wright,c b,0.0,1.0,1.0,0.0,0.0,0.0,Jun,21,2008,"County Ground, Bristol",New Zealand,10.0,2.0,38.0,4.0,3.8,47.0,7.0,0.0,1.0,0.0,New Zealand
MR Gillespie,not out,not out,0.0,0.0,2.0,0.0,0.0,0.0,Jun,21,2008,"County Ground, Bristol",New Zealand,8.0,3.0,15.0,0.0,1.87,41.0,1.0,0.0,1.0,0.0,New Zealand
JJ Roy,c Asif Ali b Faheem Ashraf,c b,76.0,55.0,85.0,8.0,4.0,138.18,May,14,2019,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JM Bairstow,b Junaid Khan,b,128.0,93.0,135.0,15.0,5.0,137.63,May,14,2019,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JE Root,c Babar Azam b Imad Wasim,c b,43.0,36.0,79.0,4.0,1.0,119.44,May,14,2019,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BA Stokes,run out (Shaheen Shah Afridi),run out,37.0,38.0,63.0,2.0,2.0,97.36,May,14,2019,"County Ground, Bristol",England,4.0,0.0,34.0,0.0,8.5,3.0,3.0,0.0,1.0,0.0,England
MM Ali,not out,not out,46.0,36.0,48.0,4.0,3.0,127.77,May,14,2019,"County Ground, Bristol",England,6.0,0.0,32.0,0.0,5.33,14.0,1.0,1.0,0.0,0.0,England
EJG Morgan,not out,not out,17.0,12.0,13.0,1.0,1.0,141.66,May,14,2019,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Imam-ul-Haq,b Curran,b,151.0,131.0,211.0,16.0,1.0,115.26,May,14,2019,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fakhar Zaman,c Root b Woakes,c b,2.0,4.0,5.0,0.0,0.0,50.0,May,14,2019,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Babar Azam,b Woakes,b,15.0,11.0,17.0,3.0,0.0,136.36,May,14,2019,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Haris Sohail,run out (Curran),run out,41.0,41.0,54.0,7.0,0.0,100.0,May,14,2019,"County Ground, Bristol",Pakistan,2.0,0.0,19.0,0.0,9.5,3.0,0.0,2.0,0.0,0.0,Pakistan
Sarfaraz Ahmed,c sub (CJ Jordan) b Plunkett,c sub b,27.0,34.0,49.0,2.0,0.0,79.41,May,14,2019,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Asif Ali,c Roy b Woakes,c b,52.0,43.0,72.0,2.0,3.0,120.93,May,14,2019,"County Ground, Bristol",Pakistan,0.5,0.0,9.0,0.0,10.8,0.0,1.0,0.0,0.0,0.0,Pakistan
Imad Wasim,c & b Woakes,c b,22.0,12.0,20.0,4.0,0.0,183.33,May,14,2019,"County Ground, Bristol",Pakistan,7.0,0.0,58.0,1.0,8.28,15.0,2.0,4.0,3.0,0.0,Pakistan
Faheem Ashraf,lbw b Curran,lbw b,13.0,11.0,16.0,1.0,0.0,118.18,May,14,2019,"County Ground, Bristol",Pakistan,9.0,0.0,75.0,1.0,8.33,28.0,7.0,4.0,2.0,1.0,Pakistan
Hasan Ali,not out,not out,18.0,9.0,19.0,1.0,2.0,200.0,May,14,2019,"County Ground, Bristol",Pakistan,8.0,0.0,55.0,0.0,6.87,20.0,8.0,0.0,1.0,0.0,Pakistan
Shaheen Shah,c & b Willey,c b,7.0,4.0,6.0,0.0,1.0,175.0,May,14,2019,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Junaid Khan,not out,not out,0.0,0.0,4.0,0.0,0.0,0.0,May,14,2019,"County Ground, Bristol",Pakistan,8.0,0.0,57.0,1.0,7.12,24.0,5.0,3.0,2.0,0.0,Pakistan
Saeed Anwar,c Lara b Walsh,c b,10.0,31.0,32.0,2.0,0.0,32.25,May,16,1999,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Shahid Afridi,c â Jacobs b Walsh,c b,11.0,19.0,27.0,1.0,0.0,57.89,May,16,1999,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Abdul Razzaq,b Dillon,b,7.0,34.0,35.0,1.0,0.0,20.58,May,16,1999,"County Ground, Bristol",Pakistan,10.0,3.0,32.0,3.0,3.2,0.0,0.0,0.0,4.0,3.0,Pakistan
Ijaz Ahmed,lbw b Dillon,lbw b,36.0,70.0,84.0,4.0,0.0,51.42,May,16,1999,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Inzamam-ul-Haq,c â Jacobs b Dillon,c b,0.0,1.0,1.0,0.0,0.0,0.0,May,16,1999,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mohammad Yousuf,c & b Simmons,c b,34.0,53.0,78.0,2.0,0.0,64.15,May,16,1999,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Azhar Mahmood,c sub (NO Perry) b Ambrose,c sub b,37.0,51.0,67.0,1.0,2.0,72.54,May,16,1999,"County Ground, Bristol",Pakistan,10.0,0.0,48.0,3.0,4.8,0.0,0.0,0.0,5.0,0.0,Pakistan
Wasim Akram,b Walsh,b,43.0,29.0,44.0,4.0,2.0,148.27,May,16,1999,"County Ground, Bristol",Pakistan,10.0,3.0,37.0,0.0,3.7,0.0,0.0,0.0,6.0,3.0,Pakistan
Moin Khan,not out,not out,11.0,10.0,11.0,0.0,0.0,110.0,May,16,1999,"County Ground, Bristol",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saqlain Mushtaq,not out,not out,2.0,3.0,4.0,0.0,0.0,66.66,May,16,1999,"County Ground, Bristol",Pakistan,9.0,0.0,22.0,1.0,2.44,0.0,0.0,0.0,1.0,0.0,Pakistan
SL Campbell,b Shoaib Akhtar,b,9.0,14.0,12.0,0.0,1.0,64.28,May,16,1999,"County Ground, Bristol",West Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RD Jacobs,c Inzamam-ul-Haq b Abdul Razzaq,c b,25.0,53.0,103.0,3.0,1.0,47.16,May,16,1999,"County Ground, Bristol",West Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JC Adams,c Inzamam-ul-Haq b Azhar Mahmood,c b,23.0,45.0,59.0,4.0,0.0,51.11,May,16,1999,"County Ground, Bristol",West Indies,8.0,0.0,57.0,0.0,7.12,0.0,0.0,0.0,3.0,0.0,West Indies
BC Lara,c sub (Mushtaq Ahmed) b Abdul Razzaq,c sub b,11.0,9.0,8.0,2.0,0.0,122.22,May,16,1999,"County Ground, Bristol",West Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S Chanderpaul,c Mohammad Yousuf b Shoaib Akhtar,c b,77.0,96.0,147.0,6.0,0.0,80.2,May,16,1999,"County Ground, Bristol",West Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RL Powell,c Mohammad Yousuf b Saqlain Mushtaq,c b,4.0,18.0,38.0,0.0,0.0,22.22,May,16,1999,"County Ground, Bristol",West Indies,1.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,West Indies
PV Simmons,c â Moin Khan b Azhar Mahmood,c b,5.0,16.0,20.0,0.0,0.0,31.25,May,16,1999,"County Ground, Bristol",West Indies,10.0,0.0,40.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,West Indies
CEL Ambrose,c â Moin Khan b Abdul Razzaq,c b,1.0,9.0,5.0,0.0,0.0,11.11,May,16,1999,"County Ground, Bristol",West Indies,10.0,1.0,36.0,1.0,3.6,0.0,0.0,0.0,0.0,1.0,West Indies
KLT Arthurton,c Saeed Anwar b Azhar Mahmood,c b,6.0,14.0,17.0,0.0,0.0,42.85,May,16,1999,"County Ground, Bristol",West Indies,1.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,West Indies
M Dillon,run out (Shoaib Akhtar),run out,6.0,23.0,32.0,0.0,0.0,26.08,May,16,1999,"County Ground, Bristol",West Indies,10.0,1.0,29.0,3.0,2.9,0.0,0.0,0.0,10.0,0.0,West Indies
CA Walsh,not out,not out,0.0,1.0,4.0,0.0,0.0,0.0,May,16,1999,"County Ground, Bristol",West Indies,10.0,3.0,28.0,3.0,2.8,0.0,0.0,0.0,0.0,1.0,West Indies
S Ramesh,run out (Tikolo),run out,44.0,66.0,97.0,7.0,0.0,66.66,May,23,1999,"County Ground, Bristol",India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SC Ganguly,lbw b Suji,lbw b,13.0,26.0,53.0,3.0,0.0,50.0,May,23,1999,"County Ground, Bristol",India,9.0,0.0,47.0,0.0,5.22,0.0,0.0,0.0,3.0,1.0,India
R Dravid,not out,not out,104.0,109.0,158.0,10.0,0.0,95.41,May,23,1999,"County Ground, Bristol",India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SR Tendulkar,not out,not out,140.0,101.0,114.0,16.0,3.0,138.61,May,23,1999,"County Ground, Bristol",India,1.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,2.0,0.0,India
KO Otieno,c Agarkar b Chopra,c b,56.0,82.0,120.0,5.0,0.0,68.29,May,23,1999,"County Ground, Bristol",Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RD Shah,c sub (RR Singh) b Mohanty,c sub b,9.0,29.0,49.0,1.0,0.0,31.03,May,23,1999,"County Ground, Bristol",Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SK Gupta,lbw b Mohanty,lbw b,0.0,1.0,1.0,0.0,0.0,0.0,May,23,1999,"County Ground, Bristol",Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SO Tikolo,lbw b Mohanty,lbw b,58.0,75.0,88.0,6.0,1.0,77.33,May,23,1999,"County Ground, Bristol",Kenya,9.0,1.0,62.0,0.0,6.88,0.0,0.0,0.0,2.0,0.0,Kenya
MO Odumbe,c sub (RR Singh) b Mohanty,c sub b,14.0,28.0,47.0,1.0,0.0,50.0,May,23,1999,"County Ground, Bristol",Kenya,8.0,0.0,59.0,0.0,7.37,0.0,0.0,0.0,0.0,0.0,Kenya
TM Odoyo,b Agarkar,b,39.0,55.0,64.0,2.0,2.0,70.9,May,23,1999,"County Ground, Bristol",Kenya,9.0,0.0,59.0,0.0,6.55,0.0,0.0,0.0,2.0,1.0,Kenya
AY Karim,b Srinath,b,8.0,15.0,17.0,1.0,0.0,53.33,May,23,1999,"County Ground, Bristol",Kenya,7.0,0.0,52.0,0.0,7.42,0.0,0.0,0.0,5.0,0.0,Kenya
AV Vadher,not out,not out,6.0,13.0,22.0,1.0,0.0,46.15,May,23,1999,"County Ground, Bristol",Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MA Suji,not out,not out,1.0,4.0,2.0,0.0,0.0,25.0,May,23,1999,"County Ground, Bristol",Kenya,10.0,2.0,26.0,1.0,2.6,0.0,0.0,0.0,3.0,0.0,Kenya
AJ Strauss,c Sammy b Taylor,c b,4.0,16.0,0.0,0.0,0.0,25.0,May,24,2009,"County Ground, Bristol",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
